"r","obs","mmean","lo","hi"
3.515625,2.80510946535387,3.52894519142744,3.2544392877463,3.83852731734184
3.61328125,2.89129278471751,3.62609597429199,3.31059389362249,3.91933244507
3.7109375,2.9749804741042,3.71893671554228,3.40309494232506,3.9615039870908
3.80859375,3.01595362173759,3.81569969787652,3.49619333859198,4.08796710526071
3.90625,3.05637754141122,3.90672984297834,3.58517881410629,4.18923807023035
4.00390625,3.15517230013989,4.00078009517988,3.72142922311191,4.29163584319531
4.1015625,3.19383463421963,4.09359245466745,3.78898420500005,4.37745939080472
4.19921875,3.32561508082923,4.18998433563607,3.88497810474135,4.47615539781074
4.296875,3.41663346494264,4.28394940602216,3.97390504737069,4.58485145461373
4.39453125,3.49440425700389,4.37879102709559,4.05254164194695,4.65235345905466
4.4921875,3.58248087228796,4.47555642780147,4.15213216150027,4.79368806934116
4.58984375,3.63350661772693,4.57324413049574,4.24938927534484,4.8809880130664
4.6875,3.76238546905046,4.66986539762964,4.3359121784976,5.01317529327514
4.78515625,3.85900851245946,4.76702870804099,4.45124676476265,5.10724383960888
4.8828125,3.93771701207206,4.86088767902695,4.49277312624663,5.19047015274361
4.98046875,4.08170381952067,4.95659331422596,4.62315159754564,5.31762680009322
5.078125,4.30131512145657,5.06022399947303,4.75148773349501,5.43641407647213
5.17578125,4.41397570029042,5.16091860990848,4.87477500249089,5.5086942706181
5.2734375,4.51024583341665,5.26162253557941,4.97946074877397,5.58954776938202
5.37109375,4.6631508434057,5.3577811470342,5.05709701679696,5.70139721542126
5.46875,4.80573060395555,5.45697130245418,5.1246426463781,5.80787447149176
5.56640625,4.992151895659,5.55397553105313,5.21542291422265,5.90005585344801
5.6640625,5.08954322685397,5.65042749683372,5.32213850819558,6.04707848909618
5.76171875,5.19692733067184,5.74478781282248,5.3795383371056,6.17252482766519
5.859375,5.25563718765013,5.84498963462591,5.47534364301531,6.25984914824717
5.95703125,5.4279579909937,5.93761889467328,5.56205613877514,6.32850391500001
6.0546875,5.58128352904869,6.03841939655012,5.67814597494744,6.40595188678208
6.15234375,5.63599098646878,6.13432631401979,5.75329075829524,6.47250031634347
6.25,5.69017249013459,6.22835743071456,5.89059146490207,6.56555201091633
6.34765625,5.8627314746699,6.32348727028214,5.98531020942394,6.63011737649535
6.4453125,5.97788637416595,6.42029765064679,6.07995338171915,6.69116651740151
6.54296875,6.07194716016757,6.51571420201338,6.16472818204397,6.76660822910342
6.640625,6.13808281299652,6.607937751123,6.25528882627883,6.87820929145451
6.73828125,6.28626012212226,6.70316489354805,6.37701561017117,7.00099051696872
6.8359375,6.39274097492024,6.80081425225938,6.46233985553764,7.11816298002065
6.93359375,6.45008057732125,6.89366588341474,6.54595552719774,7.21637130220256
7.03125,6.59212724025484,6.99191261880384,6.66144440666838,7.32895119934565
7.12890625,6.75445544427151,7.08549909826731,6.74101445565562,7.40510455934036
7.2265625,6.88217313210851,7.18028743596078,6.83854200788518,7.50099068950434
7.32421875,6.92890930282445,7.27536128883228,6.9195279641716,7.63409803642165
7.421875,7.04539915522336,7.37278078726363,6.98377852611032,7.73359297616514
7.51953125,7.16989157919789,7.47348493171436,7.07107209646384,7.83007333797416
7.6171875,7.29269017663262,7.57092581165124,7.15293230300755,7.92747890425183
7.71484375,7.35135810632646,7.67099389863722,7.25097791942447,8.0348100881104
7.8125,7.42610728644023,7.77205274618401,7.33532955212402,8.11243135044474
7.91015625,7.49192492877525,7.86757222950403,7.44087296362261,8.22890715522721
8.0078125,7.59785607453122,7.96794655636856,7.54904367753948,8.30760331871916
8.10546875,7.66698450174433,8.06508283523672,7.69924360676817,8.39011787746935
8.203125,7.79217759999278,8.16392041199404,7.76159542415927,8.4888571743989
8.30078125,7.90047647099315,8.26168784826251,7.84981528767277,8.60494829818261
8.3984375,7.96237390339085,8.36222725949389,7.93798361411536,8.7142515054158
8.49609375,8.04116669096053,8.46197015017332,8.03058060705737,8.83171520105085
8.59375,8.14122266146323,8.55942757039263,8.15568149482597,8.93068235485515
8.69140625,8.26242200838271,8.65991835169147,8.24561906025037,9.03595483771602
8.7890625,8.31512344510118,8.75530191257112,8.33387482566344,9.13642785596417
8.88671875,8.43686182790964,8.85825340368465,8.41389939634619,9.23222275815356
8.984375,8.52328729784463,8.95608051095727,8.53872623259252,9.32814451204854
9.08203125,8.60925263449881,9.05005308142764,8.63791850781607,9.41691747009427
9.1796875,8.71551700293253,9.14647274560503,8.7615303236022,9.51054137494024
9.27734375,8.86214672715928,9.24644936388194,8.86128847491644,9.63218612273565
9.375,8.93390076370203,9.3471121637673,8.99147483637295,9.75891440689947
9.47265625,9.01268942130134,9.44708198070222,9.12281007595931,9.85960502422133
9.5703125,9.13283442702819,9.54603194286985,9.21639533939843,9.96022902882469
9.66796875,9.21404675534969,9.64587480771878,9.30394740637598,10.1020204715566
9.765625,9.3601394580089,9.74745790833447,9.40742007574287,10.1877923714601
9.86328125,9.5138860860029,9.84307489106136,9.50946092997499,10.2862372239386
9.9609375,9.57176221391382,9.93903320176129,9.61392875027687,10.3624718317009
10.05859375,9.68278599821288,10.0396410319412,9.69775741220584,10.4587482632607
10.15625,9.82021828519863,10.1389597130615,9.79608125124182,10.5421690608102
10.25390625,9.95766791545567,10.2344327521598,9.88147175602471,10.6490564019848
10.3515625,10.0749239852774,10.3315816373316,9.97092128463136,10.7494193734351
10.44921875,10.1755803596757,10.4323234656218,10.0665225111949,10.8355016485349
10.546875,10.2722447721411,10.5295326167979,10.200834456103,10.9263875271604
10.64453125,10.3984045380043,10.6282012700201,10.2996982621431,11.0237965844264
10.7421875,10.4553598503202,10.7270894526266,10.4098129194553,11.1431180046679
10.83984375,10.5674686177096,10.8246042861375,10.5120828672701,11.2505421579804
10.9375,10.6380357793544,10.9218575055746,10.6114576946333,11.3442361136733
11.03515625,10.7140299796841,11.0162915367062,10.6935620550496,11.4335884016016
11.1328125,10.8159427149673,11.1147338701008,10.7949056095861,11.5126408062365
11.23046875,10.9144354206308,11.212936572182,10.8658590621067,11.5850873529978
11.328125,10.9940186947642,11.3098492462276,10.9545828436198,11.6632174806677
11.42578125,11.1299454553082,11.4084777066619,11.0771879545467,11.7243466533043
11.5234375,11.2775870510248,11.5063879860562,11.1802590833789,11.8507049050874
11.62109375,11.3688278810703,11.6017982792549,11.2957103608609,11.9195495770488
11.71875,11.4945429059167,11.7043424344683,11.3850679429015,12.0262108050003
11.81640625,11.6141809464566,11.7999406597484,11.4794344004174,12.1375872140823
11.9140625,11.6840455330778,11.9014078618523,11.5812992589902,12.2329626188275
12.01171875,11.7508292612478,12.0014035049106,11.6804340315744,12.3505555617143
12.109375,11.8778054437986,12.0999827676616,11.7882052498853,12.4302765075679
12.20703125,11.9509193849922,12.1994441357,11.8951718626017,12.5270521871991
12.3046875,12.0549550084881,12.29597769687,11.9657541195654,12.6393714164179
12.40234375,12.1535879789558,12.390722811374,12.0585614419567,12.7225475611293
12.5,12.2199459530655,12.4887938309644,12.1323122674273,12.8256098037054
12.59765625,12.3143728086973,12.5863637045833,12.190998806678,12.9179132177784
12.6953125,12.3995830173219,12.6862512894484,12.2617610731728,13.050748122643
12.79296875,12.4494418364313,12.7830127588234,12.3329172332178,13.118337327579
12.890625,12.5355316388696,12.8780864719117,12.4428250564528,13.1917849563027
12.98828125,12.637672118346,12.9788453890809,12.5670339535796,13.2768357737358
13.0859375,12.7449573395511,13.0778322822918,12.644901531514,13.3872220260323
13.18359375,12.9016776638015,13.176713316777,12.7599873833451,13.4968504748744
13.28125,13.0240653608744,13.278015892977,12.867654081629,13.5973693202757
13.37890625,13.1171650485552,13.3773550689115,12.9890989872308,13.701883447555
13.4765625,13.2065460853441,13.4728845043009,13.0873276731902,13.7862502148098
13.57421875,13.29541057732,13.5707194809542,13.2116736517289,13.8748290447627
13.671875,13.410675436052,13.6694289397291,13.3182438760521,13.9762127392004
13.76953125,13.5047255241864,13.7662280430759,13.403155112195,14.1053756379594
13.8671875,13.6043222552497,13.8640645978553,13.4791356971463,14.2206348754143
13.96484375,13.73311962048,13.9614412174242,13.5693637166453,14.3256794535807
14.0625,13.8194357298806,14.0614654338813,13.6838477814563,14.4681553170917
14.16015625,13.9249451731814,14.1576655640446,13.7854746994864,14.5618469929825
14.2578125,14.0060803964429,14.2537417749845,13.9262655122742,14.6624312363244
14.35546875,14.1527144132783,14.3527907575325,14.0167700913115,14.7648264520084
14.453125,14.2617710872031,14.4487317894664,14.1099366522502,14.8610128993498
14.55078125,14.3653600352059,14.5473605195764,14.1909441451204,14.9326338777092
14.6484375,14.4860079822621,14.6436644343937,14.2906712999587,15.0401705130204
14.74609375,14.5764632760649,14.7406536410379,14.3858055284825,15.1111634254858
14.84375,14.6316377621983,14.8379178248665,14.4836381946542,15.2146887836239
14.94140625,14.7226413305513,14.9344426636817,14.5601811336799,15.3203396464455
15.0390625,14.8047799752512,15.0329003115648,14.7053991344941,15.4082095742312
15.13671875,14.8568913935879,15.1294224229105,14.7885447221205,15.5051030367531
15.234375,14.9654570372605,15.2292457406126,14.8626779490282,15.6033290888069
15.33203125,15.057431581759,15.3263879179836,14.9658829554795,15.6883269424403
15.4296875,15.1296770175375,15.4250197509204,15.0917169558469,15.7824280692357
15.52734375,15.2304798128926,15.5220477912761,15.1947085617204,15.8776519622996
15.625,15.3377032822583,15.6182124701837,15.2968118313401,15.9834257534269
15.72265625,15.4247266103963,15.7153680281172,15.3963132340634,16.0900122407383
15.8203125,15.523543552997,15.8135143652426,15.4726011146389,16.2090986966454
15.91796875,15.6212092812361,15.9085093475903,15.5708398399127,16.2963600409486
16.015625,15.7278645894951,16.0080537238616,15.6755429198687,16.3990148962362
16.11328125,15.8660320793245,16.1054246348021,15.7708333900309,16.5023855689979
16.2109375,15.9500853832397,16.2050096737211,15.8579144175506,16.6007083332565
16.30859375,16.0438622748752,16.3009579770344,15.9700330953965,16.6724446913839
16.40625,16.1596301245765,16.4010744326708,16.0592905769889,16.7646500033927
16.50390625,16.2642461086694,16.4971296310553,16.1389766771116,16.8544088920752
16.6015625,16.3783513067605,16.5959349659055,16.2343640838155,16.9335551028384
16.69921875,16.5087447123798,16.6937336706928,16.3774437928211,17.0366940661641
16.796875,16.6113008387583,16.7937061427243,16.4583744419907,17.1344187757122
16.89453125,16.7216471882359,16.889263922836,16.5714974930072,17.207478791722
16.9921875,16.7999960726569,16.9866905983126,16.6676821965306,17.2839702654452
17.08984375,16.9164928395645,17.086058993502,16.7668922063411,17.3847323592465
17.1875,17.0236630346138,17.1826392984908,16.8607096103752,17.4772813501228
17.28515625,17.0930289113005,17.2801005802946,16.977769914954,17.5752830264474
17.3828125,17.1912346632107,17.3760345826716,17.0780705153175,17.707671785816
17.48046875,17.2890886989246,17.4737114265715,17.1619834400963,17.8139361512375
17.578125,17.3884458953648,17.5740114121572,17.2735997658085,17.9011840461489
17.67578125,17.5145622662329,17.6711196076774,17.3745643119508,17.9909248725508
17.7734375,17.6289016512318,17.7681921947455,17.4729522484909,18.1026290707223
17.87109375,17.7292591778728,17.8635855805424,17.5727180891247,18.2080054228578
17.96875,17.8213164137972,17.9596779415212,17.6482171730387,18.31966875551
18.06640625,17.9486846984946,18.0570451478713,17.7617246824767,18.3983529009023
18.1640625,18.0483631339449,18.1549680514201,17.8759611646556,18.4918946443997
18.26171875,18.1609883906993,18.2521973476417,17.9655952055262,18.5698526949537
18.359375,18.2447873838638,18.3507166631591,18.0801122281617,18.6674945364726
18.45703125,18.3798262988013,18.4503674015035,18.1787140975145,18.7820378485113
18.5546875,18.4540502321159,18.5473577833604,18.2952762001392,18.8875510719681
18.65234375,18.5585648643362,18.6468643474894,18.4000207810398,18.9721431550267
18.75,18.6142849403696,18.7453731174836,18.4646434311131,19.0892766145919
18.84765625,18.7088299456039,18.8420133124459,18.5584832496654,19.1842825215412
18.9453125,18.8138867816164,18.9393555733464,18.6564808077397,19.3045523331287
19.04296875,18.924333125351,19.0372486654348,18.7401943946881,19.3774942677645
19.140625,19.0250435993835,19.1341634015633,18.835963275937,19.4719594905272
19.23828125,19.1130698578524,19.2320088234431,18.9389952406774,19.5782042574533
19.3359375,19.2404837580661,19.3292469726794,19.0298432059329,19.6670741841746
19.43359375,19.3593155705253,19.4258204130332,19.1377610065765,19.7645385742584
19.53125,19.4717228074037,19.5244414733096,19.2223322762031,19.8869164749999
19.62890625,19.592020092183,19.6212820905395,19.3232195737062,19.9730170379493
19.7265625,19.6835702790255,19.7168639689706,19.4009079695572,20.0661848859879
19.82421875,19.7355073422374,19.8156339254709,19.5020709005468,20.1447507205637
19.921875,19.8113471092297,19.9122037234486,19.5982160799317,20.262192936816
20.01953125,19.8787188988933,20.0076922713032,19.6958824322805,20.3484634919653
20.1171875,19.9523430153496,20.1040375783141,19.7966945283802,20.4761626284784
20.21484375,20.0514306215568,20.2038533582896,19.9083393669693,20.5633860185124
20.3125,20.130516177998,20.3032586763118,19.9942147348667,20.6714068338345
20.41015625,20.2497078036433,20.4025395722236,20.074232766238,20.7615395032407
20.5078125,20.3693976327356,20.5005367497871,20.1785374842137,20.8737371668262
20.60546875,20.4546229404502,20.5967065612879,20.2552936185492,20.9611679036662
20.703125,20.5295821047145,20.692875397103,20.3353815874498,21.0611775563884
20.80078125,20.6035659302679,20.7910445111184,20.4195780919474,21.1431161521722
20.8984375,20.6882448055735,20.8883463562267,20.5267763665984,21.2308774222911
20.99609375,20.7823918691871,20.9847038238183,20.615698897742,21.3568359851339
21.09375,20.9009400659918,21.0826507338937,20.7192340472345,21.4681736778229
21.19140625,20.9825914159505,21.1805302822513,20.8321709712536,21.551658592971
21.2890625,21.0438247136127,21.2780687028537,20.9480805569087,21.6260314866358
21.38671875,21.143393844679,21.374008574394,21.04432272709,21.711138082477
21.484375,21.2539655620188,21.4708730862593,21.1499868593397,21.8044090942433
21.58203125,21.3483701163644,21.570354507297,21.229856030487,21.8936893477893
21.6796875,21.4376376876685,21.6676300356951,21.3288774017468,21.9740984941047
21.77734375,21.5748912928283,21.7654114178748,21.4284611581074,22.0946917049714
21.875,21.6414568459426,21.8642553573178,21.5245574770376,22.195880521276
21.97265625,21.7775738622521,21.9642934369138,21.6040905912326,22.3139353249632
22.0703125,21.9216271471551,22.0619068952109,21.660565549468,22.4042982320174
22.16796875,22.0493448338517,22.1606189192294,21.7521869733942,22.4931911395474
22.265625,22.1463259667385,22.2553594995184,21.8446106970441,22.5860643048395
22.36328125,22.2289687746308,22.3556629539102,21.9588233870347,22.6878477575819
22.4609375,22.3037923066099,22.4531590920451,22.0693089535779,22.7742035899803
22.55859375,22.3866164153949,22.5501904344771,22.1895254592618,22.875966307316
22.65625,22.5041167127597,22.6462540842814,22.2712371907615,22.9670392261023
22.75390625,22.6130988744083,22.742672012773,22.3701348862552,23.0674756548987
22.8515625,22.724680115214,22.8398425128392,22.4701966763276,23.1665218958231
22.94921875,22.8516097440682,22.9366894415229,22.5793084258479,23.2629747833063
23.046875,22.9474584588654,23.033740186472,22.6679817028115,23.3530040048413
23.14453125,23.0418037935378,23.1318964793948,22.7753961731206,23.4628354491483
23.2421875,23.1960948677101,23.2304450375037,22.8945432941454,23.5600899758351
23.33984375,23.29491908281,23.3270270098549,22.9850026223415,23.6627754824929
23.4375,23.3826984985324,23.4255206988076,23.0873823982367,23.766481001708
23.53515625,23.4817222374872,23.5217391972693,23.1728753754779,23.8602604787435
23.6328125,23.5975470402114,23.6217097349954,23.2703899519712,23.951195945241
23.73046875,23.679631215593,23.7224256071655,23.3735520764084,24.0625631222772
23.828125,23.7490472148119,23.8194616144793,23.4588121945281,24.1514496709233
23.92578125,23.8416545676117,23.9176808497853,23.5611294240822,24.245821487223
24.0234375,23.938861472268,24.0144886886529,23.6545427230347,24.359234589854
24.12109375,24.0401381487864,24.1121898271895,23.7429764998699,24.4367027685961
24.21875,24.1199709477393,24.2094802798846,23.8641328663671,24.5347084312895
24.31640625,24.2457941985466,24.3059338728272,23.9682177330979,24.6315256473843
24.4140625,24.3183423358922,24.4034179556889,24.0668396137139,24.7441885137592
24.51171875,24.4052625759628,24.5009481480442,24.1614149459288,24.8341451691298
24.609375,24.4929036168182,24.5988970963354,24.258499224904,24.9269646999687
24.70703125,24.5711258599752,24.698364458863,24.3581995295314,25.059554372943
24.8046875,24.6696207180493,24.7921817787831,24.4624281202808,25.1641153421069
24.90234375,24.762546663985,24.8878842458283,24.5638853241397,25.255147719567
25,24.8664067300447,24.9882906683828,24.6519521667996,25.3327182606499
25.09765625,24.9681535469794,25.0836711273052,24.7558076802837,25.4535892385958
25.1953125,25.0684434524281,25.1783528781864,24.8442132514173,25.5269996470121
25.29296875,25.1397365127994,25.2771101252385,24.9369583007056,25.6221369442566
25.390625,25.2499880699692,25.3735718079464,25.0595428829413,25.7128825946924
25.48828125,25.3264947161684,25.4700040462217,25.1539540119632,25.7934152323914
25.5859375,25.4117868316394,25.5665817655388,25.2415920012947,25.8808986812175
25.68359375,25.5302587340204,25.6639682867382,25.3293638019172,26.0019286152445
25.78125,25.6270632305268,25.7597584750046,25.4238879630672,26.0819329172504
25.87890625,25.727561434197,25.857545656771,25.5323572301878,26.1719780182182
25.9765625,25.842872966016,25.9543944493936,25.6174869362885,26.2678607121204
26.07421875,25.9536631975667,26.052329293338,25.7317126427329,26.3489821522374
26.171875,26.0615245095976,26.1503750946644,25.8411829387534,26.4504223343389
26.26953125,26.1415585043338,26.2488884353531,25.945718745665,26.5431983446346
26.3671875,26.2447340681371,26.3463025532444,26.0555049402975,26.6498451551475
26.46484375,26.3716120625405,26.4428587989527,26.1395237654551,26.7497551557153
26.5625,26.4988109024572,26.5434102239035,26.2308624164196,26.8477177990402
26.66015625,26.6017911322363,26.6409729495166,26.3258450420526,26.9466965646247
26.7578125,26.7241530282267,26.7367733759495,26.4298603032673,27.0283466915839
26.85546875,26.8256551786788,26.8352055999926,26.5217224307057,27.1299361351287
26.953125,26.9229728873606,26.9333829779202,26.6254707233346,27.2314848058001
27.05078125,27.0174098146634,27.0315349375128,26.7104720147985,27.3491162049685
27.1484375,27.118688422312,27.1297157964231,26.8252706953608,27.4549743050198
27.24609375,27.2369504127264,27.2261002991987,26.9197668553266,27.5567190688189
27.34375,27.3265527529793,27.3220830128489,27.0205685107964,27.6566202955021
27.44140625,27.4225713929857,27.4203788270024,27.1016271881251,27.7729569156534
27.5390625,27.5206556994093,27.5194670809794,27.1957726204772,27.8714503182856
27.63671875,27.6088650995001,27.6170177557282,27.2711548980362,27.9860412752219
27.734375,27.7101837895903,27.7157149398352,27.3704031059825,28.07356059808
27.83203125,27.8335490704662,27.8138909880485,27.4897997084852,28.1812387433964
27.9296875,27.956936015113,27.9107162689337,27.5931059361036,28.2854398488711
28.02734375,28.0739382071536,28.0089618747866,27.6895351394553,28.4160327835567
28.125,28.1665115918429,28.1074982047606,27.773210535974,28.5094507263077
28.22265625,28.2408331741408,28.2045566615997,27.8781349697103,28.6062264611112
28.3203125,28.3468227053901,28.30280583538,27.9803962432556,28.6965899345349
28.41796875,28.4511607366131,28.3999463818726,28.0682315336736,28.7789681840789
28.515625,28.5706709267186,28.4990357855741,28.1663296657245,28.8787194355532
28.61328125,28.6608785254048,28.5957377462016,28.2568864748928,28.9725049468212
28.7109375,28.7699862708046,28.6925634709761,28.3554753461814,29.0695200220793
28.80859375,28.8665310721097,28.7888448664148,28.4457037973422,29.1602943443415
28.90625,28.9801529793902,28.8851934353091,28.5450484113243,29.2493756226941
29.00390625,29.0732501914399,28.9833297572263,28.6720446914834,29.3515975456287
29.1015625,29.1499002962561,29.0817460552595,28.7859914115757,29.4442176191403
29.19921875,29.2574620735061,29.1790032289613,28.880180505425,29.5271558238429
29.296875,29.3588253411537,29.2754738892648,28.9702296781676,29.6171169895733
29.39453125,29.4697746157999,29.3737719223177,29.0724459301586,29.7135799840146
29.4921875,29.5570723410763,29.471644804535,29.1730995482602,29.8084318149993
29.58984375,29.6313311434916,29.5688466650494,29.2735240539271,29.909095791401
29.6875,29.7268624316511,29.6663096937094,29.3762020712815,30.0116335207547
29.78515625,29.8330356701237,29.7659462335649,29.4797810573563,30.0998494568455
29.8828125,29.9496872808895,29.8642864996076,29.5651672721469,30.1992397328137
29.98046875,30.0399098303566,29.9626042364236,29.6535729163183,30.3025220798891
30.078125,30.1609461420257,30.0614406746967,29.7471628173875,30.4173898617664
30.17578125,30.2661913128553,30.158309658798,29.8589423632952,30.5211999856386
30.2734375,30.360076107604,30.2552065210086,29.9448528155813,30.6157717761499
30.37109375,30.4458796434124,30.3519280782523,30.0426651331397,30.7182119424068
30.46875,30.5417420726708,30.4493872692981,30.122156721514,30.8073500098988
30.56640625,30.6377262647165,30.5493622292812,30.2340882752571,30.9197160840661
30.6640625,30.7294227989673,30.6468670429336,30.3404499586436,31.0224895346342
30.76171875,30.8021942347842,30.7461651289793,30.4285563822021,31.117572088234
30.859375,30.9081934337971,30.8448360659487,30.520825538079,31.2266672334651
30.95703125,31.0041490956012,30.9412601037112,30.6097229738168,31.3122080445299
31.0546875,31.1162757424378,31.0389275126534,30.7005025302218,31.4109234688052
31.15234375,31.2334474411012,31.1366913465334,30.7941534553335,31.536030322522
31.25,31.3214639832016,31.2349660045861,30.8922016540041,31.6185981394927
31.34765625,31.4539537689425,31.3333975750723,30.9858707536926,31.7106727498257
31.4453125,31.546409106225,31.4310874256145,31.0711626849454,31.8102087679218
31.54296875,31.6498641959041,31.527839246193,31.1722638185946,31.9110794370277
31.640625,31.7319477113963,31.6270161755222,31.2667610232374,32.0009643813348
31.73828125,31.833603572333,31.7247903070061,31.3651044975712,32.090515674365
31.8359375,31.9292504250099,31.8238199923631,31.469369563956,32.1731749208819
31.93359375,32.0401462873579,31.9222168428996,31.5548853153083,32.2793129629468
32.03125,32.1130021315553,32.0182146389537,31.6495179653714,32.3832630012043
32.12890625,32.2030982187758,32.1167803905462,31.7396186920615,32.4735078474463
32.2265625,32.284782888161,32.2118463922691,31.8385201402885,32.5633729553048
32.32421875,32.372640548463,32.3091349426599,31.9315240303847,32.650575668496
32.421875,32.4582289674177,32.4060986090533,32.0144674257905,32.753340212405
32.51953125,32.5517448125108,32.5035019841468,32.1152431763198,32.8630073479553
32.6171875,32.6745012979788,32.5996229389525,32.2032691900914,32.9400084950602
32.71484375,32.7681215788144,32.6996317004072,32.2978287903983,33.0410343902391
32.8125,32.8444865417723,32.7974956828551,32.3935691503242,33.1342349511693
32.91015625,32.9263758557223,32.8958912471602,32.5039362738604,33.2541159760915
33.0078125,33.0243784495015,32.9930275751766,32.6229604966871,33.3636704615068
33.10546875,33.1010821903738,33.090754575549,32.7195144421334,33.4468026733668
33.203125,33.1817946321299,33.1876011467258,32.8259514094481,33.5523169492921
33.30078125,33.2947179191262,33.2852836097335,32.9009242939888,33.6492596597916
33.3984375,33.3914300492182,33.3828111305737,32.9926564126183,33.7591752151769
33.49609375,33.5047846924163,33.4806985906742,33.0967392504918,33.8782209231666
33.59375,33.5826298330641,33.5776143454697,33.1874989784802,33.9742717674234
33.69140625,33.7031350092436,33.6749116583502,33.2687319487566,34.0647017463399
33.7890625,33.8010966976139,33.7741641119616,33.3764248098394,34.192516736299
33.88671875,33.9261052219618,33.873283320694,33.4875888987767,34.3051819279887
33.984375,34.0018447803829,33.9692333190327,33.5797096754479,34.4000386922754
34.08203125,34.1285971989196,34.0671770794487,33.6730875479785,34.4884438927693
34.1796875,34.2094375396135,34.1655878886509,33.7742369566878,34.5709076290368
34.27734375,34.3216051228392,34.2634180315393,33.8525824997833,34.674975083677
34.375,34.4071272381273,34.3594002714105,33.9532654910558,34.7795148232207
34.47265625,34.5154138043484,34.4567303137571,34.0682126747104,34.8718523610648
34.5703125,34.6185717571466,34.5533389171812,34.1561078266419,34.9617797593792
34.66796875,34.708177524827,34.6501083350962,34.2497960605473,35.0572422613483
34.765625,34.8106504839329,34.7482124562621,34.3229369551832,35.1739612278097
34.86328125,34.8964865233741,34.8477380563254,34.4107359316522,35.2561251495805
34.9609375,34.9833377034988,34.9447508323516,34.5178631962338,35.348726290525
35.05859375,35.0897309075513,35.043926895686,34.6270188696434,35.4647772599156
35.15625,35.2045931457089,35.142286095984,34.7375841551551,35.5768356684212
35.25390625,35.302621723082,35.2411114841401,34.8394744796052,35.6844963137022
35.3515625,35.4152288521656,35.3395189330864,34.9179615248704,35.7669068440326
35.44921875,35.5115958573148,35.4386782367812,35.0328350116746,35.8926484652887
35.546875,35.6043190378213,35.5376254069839,35.1390214873693,35.9983276624911
35.64453125,35.6708335732588,35.6381714047474,35.2415174926748,36.114740151663
35.7421875,35.773158259469,35.7348192372126,35.335164350044,36.2000524990576
35.83984375,35.8485033746933,35.832287458875,35.4224909838826,36.2817157342827
35.9375,35.9408595734497,35.9311691889654,35.5164492625856,36.3641304557035
36.03515625,36.0247782191018,36.0288942497067,35.5906716342706,36.4440331194534
36.1328125,36.1619052588993,36.1240302880829,35.6793521577937,36.5466936720772
36.23046875,36.2543253945165,36.2214917603131,35.7835009810714,36.6487896481602
36.328125,36.3600276226705,36.3174697297359,35.8541830045948,36.7520455237326
36.42578125,36.4453833834451,36.4156310009626,35.9549927329828,36.8579723869989
36.5234375,36.5610797397798,36.5134842003214,36.0395204099141,36.9732902403432
